HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.corpus_id,Input.file_id,Input.token_id,Input.sentence,Input.token,Input.begin,Input.end,Answer.sentiment.label,Approve,Reject
3087LXLJ6MG4YARQWDX2YF770WSF0T,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Fri Jul 03 06:40:13 PDT 2020,10,BatchId:4103065;OriginalHitTemplateId:928390909;,180,259200,Fri Jul 10 06:40:13 PDT 2020,,,30X31N5D63QBPCSNK2ZVJ4XK2O3SAS,A39VVWV1GHLMFD,Submitted,Fri Jul 03 06:45:05 PDT 2020,Fri Jul 03 06:45:12 PDT 2020,Mon Jul 06 06:45:12 PDT 2020,,,,7,100% (403/403),100% (403/403),100% (403/403),bible,ISA,15:09,"For the waters of Dimon are full of blood; for I will bring yet more on Dimon, a lion on those of Moab who escape, and on the remnant of the land.",lion,81,85,Easy,,
3087LXLJ6MG4YARQWDX2YF770WSF0T,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Fri Jul 03 06:40:13 PDT 2020,10,BatchId:4103065;OriginalHitTemplateId:928390909;,180,259200,Fri Jul 10 06:40:13 PDT 2020,,,379J5II41OGRBCE9GY4G319GV9TELV,A18T7E73TNGOKP,Submitted,Fri Jul 03 06:44:28 PDT 2020,Fri Jul 03 06:44:58 PDT 2020,Mon Jul 06 06:44:58 PDT 2020,,,,30,85% (100/117),100% (4/4),100% (4/4),bible,ISA,15:09,"For the waters of Dimon are full of blood; for I will bring yet more on Dimon, a lion on those of Moab who escape, and on the remnant of the land.",lion,81,85,Neutral,,
3087LXLJ6MG4YARQWDX2YF770WSF0T,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Fri Jul 03 06:40:13 PDT 2020,10,BatchId:4103065;OriginalHitTemplateId:928390909;,180,259200,Fri Jul 10 06:40:13 PDT 2020,,,37Z929RLG98G48RWQ2QCE9NCQDNSTC,A3E50NZCJNLDG1,Submitted,Fri Jul 03 06:42:04 PDT 2020,Fri Jul 03 06:44:52 PDT 2020,Mon Jul 06 06:44:52 PDT 2020,,,,168,0% (0/0),0% (0/0),0% (0/0),bible,ISA,15:09,"For the waters of Dimon are full of blood; for I will bring yet more on Dimon, a lion on those of Moab who escape, and on the remnant of the land.",lion,81,85,Very Easy,,
3087LXLJ6MG4YARQWDX2YF770WSF0T,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Fri Jul 03 06:40:13 PDT 2020,10,BatchId:4103065;OriginalHitTemplateId:928390909;,180,259200,Fri Jul 10 06:40:13 PDT 2020,,,3AZHRG4CU4KB4I9Q2L11MQDV1MU30M,AI4AO0O0WIJF7,Submitted,Fri Jul 03 06:48:39 PDT 2020,Fri Jul 03 06:48:46 PDT 2020,Mon Jul 06 06:48:46 PDT 2020,,,,7,100% (65/65),100% (65/65),100% (65/65),bible,ISA,15:09,"For the waters of Dimon are full of blood; for I will bring yet more on Dimon, a lion on those of Moab who escape, and on the remnant of the land.",lion,81,85,Very Easy,,
3087LXLJ6MG4YARQWDX2YF770WSF0T,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Fri Jul 03 06:40:13 PDT 2020,10,BatchId:4103065;OriginalHitTemplateId:928390909;,180,259200,Fri Jul 10 06:40:13 PDT 2020,,,3BWI6RSP7G9SWRP7C436KWRF0PQE7O,A3V8LIMUUJWUTL,Submitted,Fri Jul 03 06:49:36 PDT 2020,Fri Jul 03 06:49:40 PDT 2020,Mon Jul 06 06:49:40 PDT 2020,,,,4,0% (0/0),0% (0/0),0% (0/0),bible,ISA,15:09,"For the waters of Dimon are full of blood; for I will bring yet more on Dimon, a lion on those of Moab who escape, and on the remnant of the land.",lion,81,85,Very Easy,,
3087LXLJ6MG4YARQWDX2YF770WSF0T,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Fri Jul 03 06:40:13 PDT 2020,10,BatchId:4103065;OriginalHitTemplateId:928390909;,180,259200,Fri Jul 10 06:40:13 PDT 2020,,,3E47SOBEYQWAODMPZ418LXHLTTOCIO,AU3EV1ZS4045M,Submitted,Fri Jul 03 06:50:41 PDT 2020,Fri Jul 03 06:50:43 PDT 2020,Mon Jul 06 06:50:43 PDT 2020,,,,2,96% (73/76),0% (0/0),0% (0/0),bible,ISA,15:09,"For the waters of Dimon are full of blood; for I will bring yet more on Dimon, a lion on those of Moab who escape, and on the remnant of the land.",lion,81,85,Easy,,
3087LXLJ6MG4YARQWDX2YF770WSF0T,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Fri Jul 03 06:40:13 PDT 2020,10,BatchId:4103065;OriginalHitTemplateId:928390909;,180,259200,Fri Jul 10 06:40:13 PDT 2020,,,3IJXV6UZ1XJEUFB8H1R3ASG7TUSIR1,A1PNYLOKED8FWF,Submitted,Fri Jul 03 06:53:10 PDT 2020,Fri Jul 03 06:55:33 PDT 2020,Mon Jul 06 06:55:33 PDT 2020,,,,143,100% (1/1),0% (0/0),0% (0/0),bible,ISA,15:09,"For the waters of Dimon are full of blood; for I will bring yet more on Dimon, a lion on those of Moab who escape, and on the remnant of the land.",lion,81,85,Very Easy,,
3087LXLJ6MG4YARQWDX2YF770WSF0T,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Fri Jul 03 06:40:13 PDT 2020,10,BatchId:4103065;OriginalHitTemplateId:928390909;,180,259200,Fri Jul 10 06:40:13 PDT 2020,,,3KB8R4ZV1E7DIHOOVG5AP1YNWVWGBT,A1B0WR3GERFKX8,Submitted,Fri Jul 03 06:51:03 PDT 2020,Fri Jul 03 06:51:09 PDT 2020,Mon Jul 06 06:51:09 PDT 2020,,,,6,98% (158/162),100% (157/157),100% (157/157),bible,ISA,15:09,"For the waters of Dimon are full of blood; for I will bring yet more on Dimon, a lion on those of Moab who escape, and on the remnant of the land.",lion,81,85,Easy,,
3087LXLJ6MG4YARQWDX2YF770WSF0T,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Fri Jul 03 06:40:13 PDT 2020,10,BatchId:4103065;OriginalHitTemplateId:928390909;,180,259200,Fri Jul 10 06:40:13 PDT 2020,,,3LKC68YZ3A3TYX3XEQEEHOKAXI4OW3,A143XRCI1YXAFE,Submitted,Fri Jul 03 06:49:15 PDT 2020,Fri Jul 03 06:49:19 PDT 2020,Mon Jul 06 06:49:19 PDT 2020,,,,4,0% (0/0),0% (0/0),0% (0/0),bible,ISA,15:09,"For the waters of Dimon are full of blood; for I will bring yet more on Dimon, a lion on those of Moab who escape, and on the remnant of the land.",lion,81,85,Very Easy,,
3087LXLJ6MG4YARQWDX2YF770WSF0T,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Fri Jul 03 06:40:13 PDT 2020,10,BatchId:4103065;OriginalHitTemplateId:928390909;,180,259200,Fri Jul 10 06:40:13 PDT 2020,,,3SKRO2GZ71RH752FJAX0HHD7H0L1KX,A1GV0UZU0T2ORS,Submitted,Fri Jul 03 06:46:49 PDT 2020,Fri Jul 03 06:47:17 PDT 2020,Mon Jul 06 06:47:17 PDT 2020,,,,28,100% (21/21),0% (0/0),0% (0/0),bible,ISA,15:09,"For the waters of Dimon are full of blood; for I will bring yet more on Dimon, a lion on those of Moab who escape, and on the remnant of the land.",lion,81,85,Neutral,,
