corpus_id,file_id,token_id,sentence,token,begin,end
europarl,ep-08-04-22-005-06.txt,1,Organ donation and transplantation: Policy actions at EU level (,transplantation,22,37
europarl,ep-08-03-13-009-03.txt,7,We should fear the day when the European Parliament stops debating these resolutions and stops standing firmly for the values that we believe in.,values,221,227
europarl,ep-09-01-13-009.txt,5,I think this piece of legislation will make it appropriate that we have higher standards across the European Union.,standards,450,459
europarl,ep-07-12-12-013.txt,15,I welcome the unanimous ratification of the SAA by the Montenegrin Parliament soon thereafter.,SAA,314,317
europarl,ep-10-12-16-007.txt,7,"In my opinion, this is one excellent indication of how, ultimately, we can achieve special added value in the European Union at little expense.",value,97,102
europarl,ep-11-10-25-008-06.txt,5,"Señor Presidente, intervengo simplemente para proponer que figure en el considerando C que se ha llegado a un acuerdo con el Consejo en el caso de las tablas de correspondencia, y que donde dice: ""Parliament reiterates its resolve to reach an agreement with the Council as soon as possible on the subject of correlation tables"", diga ahora: ""Parliament welcomes the agreement reached with the Council on the subject of correlation tables"".",Presidente,6,16
europarl,ep-11-05-12-013.txt,13,"It is estimated that by 2020, the proportion of jobs requiring a high qualification will rise from 29% to 35%.",qualification,364,377
europarl,ep-08-07-08-014.txt,15,"I am thinking of Council Directive 2000/43/EC, which prohibits discrimination on grounds of race or ethnic origin in a number of contexts, and Council Directive 2000/78/EC, which prohibits discrimination on grounds of religion or belief, disability, age or sexual orientation in the field of employment and occupation.",origin,107,113
europarl,ep-08-03-11-011.txt,9,President Hendrik Ilves took office as President of Estonia on 9 October 2006.,Estonia,613,620
europarl,ep-08-02-20-014.txt,13,"The African Ministerial Conference on Science and Technology held in September 2005 adopted a new Consolidated Plan of Action for NEPAD, the New Partnership for Africa's Development.",Development,276,287
europarl,ep-08-02-19-006-19.txt,7,Invites the European Unions trade partners to progressively reduce or dismantle barriers restricting market access for goods',market,103,109
europarl,ep-09-05-07-013-01.txt,13,"Two and a half minutes, Madam President.",half,10,14
europarl,ep-00-05-04.txt,24,"Mr President, I would like, above all, to thank the Commission for appreciating the risk involved in the phenomenon of counterfeiting and piracy.",piracy,138,144
europarl,ep-08-04-24-007-01.txt,11,"That was the wording in the original draft but, for reasons I am unaware of, it seems to have fallen by the wayside.",draft,187,192
europarl,ep-08-03-12-019.txt,7,"It looks at special and general health care needs, including the specific problems of hygiene and the special demands of the female psyche; handling problems arising from women prisoners' past histories; the special situation of mothers - indeed, statistics show that half of those detained in Europe have under-age children; special conditions during pregnancy; the birth of children in prison and the protection of children during their first years of life when they have to live with their mothers in prison.",prisoners,300,309
europarl,ep-08-06-18-006-07.txt,1,Autonomous Community tariff quotas on imports of certain fishery products into the Canary Islands (,quotas,31,37
europarl,ep-11-04-06-007.txt,9,"Civil and democratic Europe must show its sorrow and, for this reason, Mr President, I ask you to invite the House to observe a minute's silence in memory of the victims of immigration.",immigration,364,375
europarl,ep-09-05-04-020.txt,9,I firmly believe that if we improve medium-term budget planning and increase its transparency we will achieve efficiencies.,transparency,185,197
europarl,ep-08-04-09-024.txt,9,"In 2002, a protocol annexed to the Treaty of Nice created the Research Fund for Coal and Steel, a smart financial design using the interest accrued from the assets made available at the expiry of the European Coal and Steel Treaty.",expiry,186,192
europarl,ep-08-01-14-003.txt,11,"The ALDE Group has suggested that Ms Jahangir, the UN Special Rapporteur on freedom of religion or belief, should be invited to address the plenary as well.",religion,299,307
europarl,ep-07-09-26-017.txt,5,Each one of these factors affects the issue of access to quality education.,quality,388,395
europarl,ep-97-11-17.txt,22,"Mr President, on a point of order.",point,19,24
europarl,ep-10-11-22-022.txt,1,Public service broadcasting in the digital era: the future of the dual system (short presentation),future,52,58
europarl,ep-06-09-07.txt,12,"Mr President, as you know, the European Court has stated that the Council and the Commission decision on the transfer of PNR data to the United States Bureau of Customs and Border Protection serves the purpose of protection of public security and concerns public activities in the area of criminal law.",purpose,207,214
europarl,ep-10-03-25-006-12.txt,1,Nomination of a member of the Court of Auditors - Mr Louis Galea (MT) (,Auditors,43,51
europarl,ep-08-05-08-005-02.txt,1,Excise duty on beer produced locally in Madeira (,Madeira,43,50
europarl,ep-10-05-05-024.txt,9,"In that resolution, we upheld the importance of health for all and of health in all policies and placed major emphasis on cancer prevention.",emphasis,279,287
europarl,ep-99-10-29.txt,8,I hope that the way in which the voting took place will be good enough reason to allow a repeat vote during the second reading in December on what was voted on in the original text.,voting,1168,1174
