corpus_id,file_id,token_id,sentence,token,begin,end
bible,EZE,34:11:00,"For thus says the Lord Yahweh: Behold, I myself, even I, will search for my sheep, and will seek them out.",Behold,31,37
bible,JER,51:12:00,"Set up a standard against the walls of Babylon, make the watch strong, set the watchmen, prepare the ambushes; for Yahweh has both purposed and done that which he spoke concerning the inhabitants of Babylon.",ambushes,101,109
bible,EXO,22:23,"If you take advantage of them at all, and they cry at all to me, I will surely hear their cry;",advantage,12,21
bible,NUM,15:05,"and wine for the drink offering, the fourth part of a hin, you shall prepare with the burnt offering, or for the sacrifice, for each lamb.",part,44,48
bible,EXO,39:09:00,They made the breastplate double.,breastplate,29,40
bible,DAN,06:18,"Then the king went to his palace, and passed the night fasting; neither were instruments of music brought before him: and his sleep fled from him.",fasting,55,62
bible,JDG,02:18,"When Yahweh raised them up judges, then Yahweh was with the judge, and saved them out of the hand of their enemies all the days of the judge: for it grieved Yahweh because of their groaning by reason of those who oppressed them and troubled them.",judges,27,33
bible,EZE,40:05:00,"Behold, a wall on the outside of the house all around, and in the man's hand a measuring reed six cubits long, of a cubit and a handbreadth each: so he measured the thickness of the building, one reed; and the height, one reed.",thickness,165,174
bible,JAM,01:22,"But be doers of the word, and not only hearers, deluding your own selves.",doers,7,12
bible,ZEP,02:07,The coast will be for the remnant of the house of Judah.,remnant,26,33
bible,LEV,08:25,"He took the fat, and the fat tail, and all the fat that was on the innards, and the cover of the liver, and the two kidneys, and their fat, and the right thigh;",innards,67,74
bible,PRO,20:15,There is gold and abundance of rubies; but the lips of knowledge are a rare jewel.,jewel,76,81
bible,PSA,64:05:00,They talk about laying snares secretly.,snares,64,70
bible,2SA,06:05,"David and all the house of Israel played before Yahweh with all kinds of instruments made of fir wood, and with harps, and with stringed instruments, and with tambourines, and with castanets, and with cymbals.",harps,112,117
bible,EXO,30:03:00,"You shall overlay it with pure gold, its top, its sides around it, and its horns; and you shall make a gold molding around it.",overlay,10,17
bible,1CH,23:18,The sons of Izhar: Shelomith the chief.,chief,33,38
bible,REV,22:09,"I am a fellow bondservant with you and with your brothers, the prophets, and with those who keep the words of this book.",brothers,86,94
bible,PRO,26:25:00,"When his speech is charming, don't believe him; for there are seven abominations in his heart.",speech,9,15
bible,EXO,13:05,"It shall be, when Yahweh shall bring you into the land of the Canaanite, and the Hittite, and the Amorite, and the Hivite, and the Jebusite, which he swore to your fathers to give you, a land flowing with milk and honey, that you shall keep this service in this month.",Hittite,81,88
bible,2CO,11:08,"I robbed other assemblies, taking wages from them that I might serve you.",assemblies,15,25
bible,ISA,08:20,Turn to the law and to the testimony!,testimony,27,36
bible,JOH,19:29,"Now a vessel full of vinegar was set there; so they put a sponge full of the vinegar on hyssop, and held it at his mouth.",vessel,6,12
bible,DEU,28:15:00,"But it shall come to pass, if you will not listen to the voice of Yahweh your God, to observe to do all his commandments and his statutes which I command you this day, that all these curses shall come on you, and overtake you.",commandments,108,120
bible,JER,49:19:00,"Behold, he shall come up like a lion from the pride of the Jordan against the strong habitation: for I will suddenly make them run away from it; and whoever is chosen, him will I appoint over it: for who is like me?",habitation,85,95
bible,JOS,06:09,"The armed men went before the priests who blew the trumpets, and the ark went after them.",priests,30,37
bible,JDG,19:29,"When he had come into his house, he took a knife, and laid hold on his concubine, and divided her, limb by limb, into twelve pieces, and sent her throughout all the borders of Israel.",concubine,71,80
bible,ISA,33:23:00,They couldn't spread the sail.,sail,98,102
bible,1CO,07:35,"This I say for your own profit; not that I may ensnare you, but for that which is appropriate, and that you may attend to the Lord without distraction.",distraction,139,150
bible,PSA,52:02:00,"Your tongue plots destruction, like a sharp razor, working deceitfully.",razor,44,49
bible,LAM,02:05,"The Lord has become as an enemy, he has swallowed up Israel; He has swallowed up all her palaces, he has destroyed his strongholds; He has multiplied in the daughter of Judah mourning and lamentation.",lamentation,188,199
bible,GEN,31:50:00,"If you afflict my daughters, or if you take wives besides my daughters, no man is with us; behold, God is witness between me and you.""",wives,44,49
bible,JOS,17:08,The land of Tappuah belonged to Manasseh; but Tappuah on the border of Manasseh belonged to the children of Ephraim.,Ephraim,108,115
bible,MAR,04:26,"He said, ""The Kingdom of God is as if a man should cast seed on the earth,",seed,56,60
bible,EZE,22:09,Slanderous men have been in you to shed blood; and in you they have eaten on the mountains: in the midst of you they have committed lewdness.,lewdness,132,140
bible,1CH,25:01:00,"Moreover, David and the captains of the army set apart for the service certain of the sons of Asaph, and of Heman, and of Jeduthun, who should prophesy with harps, with stringed instruments, and with cymbals: and the number of those who did the work according to their service was:",Heman,108,113
bible,NUM,0.343055556,"one golden ladle of ten shekels, full of incense;",incense,41,48
bible,1SA,08:17,He will take the tenth of your flocks: and you shall be his servants.,tenth,17,22
bible,EXO,09:23,"Moses stretched out his rod toward the heavens, and Yahweh sent thunder, hail, and lightning flashed down to the earth.",heavens,39,46
bible,NUM,15:25,"The priest shall make atonement for all the congregation of the children of Israel, and they shall be forgiven; for it was an error, and they have brought their offering, an offering made by fire to Yahweh, and their sin offering before Yahweh, for their error:",atonement,22,31
bible,REV,21:14,"The wall of the city had twelve foundations, and on them twelve names of the twelve Apostles of the Lamb.",Lamb,100,104
bible,PSA,80:10:00,Its boughs were like God's cedars.,cedars,71,77
bible,MAR,16:15,"He said to them, ""Go into all the world, and preach the Good News to the whole creation.",creation,79,87
bible,EXO,25:34:00,"and in the lampstand four cups made like almond blossoms, its buds and its flowers;",flowers,75,82
bible,ACT,14:03,"Therefore they stayed there a long time, speaking boldly in the Lord, who testified to the word of his grace, granting signs and wonders to be done by their hands.",grace,103,108
bible,JDG,03:13,"He gathered to him the children of Ammon and Amalek; and he went and struck Israel, and they possessed the city of palm trees.",trees,120,125
bible,JOB,02:11,"Now when Job's three friends heard of all this evil that had come on him, they each came from his own place: Eliphaz the Temanite, Bildad the Shuhite, and Zophar the Naamathite, and they made an appointment together to come to sympathize with him and to comfort him.",friends,21,28
bible,ISA,03:05,"The people will be oppressed, everyone by another, and everyone by his neighbor.",neighbor,71,79
bible,PSA,04:07,"You have put gladness in my heart, more than when their grain and their new wine are increased.",gladness,13,21
bible,REV,16:14,"for they are spirits of demons, performing signs; which go forth to the kings of the whole inhabited earth, to gather them together for the war of that great day of God, the Almighty.",signs,43,48
bible,PSA,94:05:00,"They break your people in pieces, Yahweh, and afflict your heritage.",heritage,59,67
bible,2CH,15:09,"He gathered all Judah and Benjamin, and those who lived with them out of Ephraim and Manasseh, and out of Simeon: for they fell to him out of Israel in abundance, when they saw that Yahweh his God was with him.",Simeon,106,112
bible,EXO,39:15:00,"They made on the breastplate chains like cords, of braided work of pure gold.",breastplate,17,28
bible,MAT,20:25,"But Jesus summoned them, and said, ""You know that the rulers of the nations lord it over them, and their great ones exercise authority over them.",rulers,54,60
bible,ISA,54:04:00,"""Don't be afraid; for you shall not be ashamed: neither be confounded; for you shall not be disappointed: for you shall forget the shame of your youth; and the reproach of your widowhood you shall remember no more.",youth,145,150
bible,GEN,20:15,"Abimelech said, ""Behold, my land is before you.",land,28,32
bible,LUK,13:01,"Now there were some present at the same time who told him about the Galileans, whose blood Pilate had mixed with their sacrifices.",blood,85,90
bible,PSA,103:05:00,"who satisfies your desire with good things, so that your youth is renewed like the eagle's.",desire,19,25
bible,2CH,19:04,"Jehoshaphat lived at Jerusalem: and he went out again among the people from Beersheba to the hill country of Ephraim, and brought them back to Yahweh, the God of their fathers.",Jehoshaphat,0,11
