corpus_id,file_id,token_id,sentence,token,begin,end
europarl,ep-06-12-13-019.txt,9,I would like to stress the importance of your visit.,visit,46,51
europarl,ep-09-04-23-003.txt,9,"With their help, John has sought to shed light on what has been a very murky area, and to bring clarity where uncertainty prevailed before, based consistently on the twin principles that the patient must always come first and that patient choice should be determined by needs and not by means.",John,528,532
europarl,ep-98-11-05.txt,5,"A4-0373/98 by Mrs Waddington, on behalf of the Committee on Employment and Social Affairs, on the proposal for a Council Decision establishing the second phase of the Community vocational training action programme 'Leonardo da Vinci' (COM(98)0330 - C4-0522/98-98/0196(SYN)); -A4-0371/98 by Mrs Pack, on behalf of the Committee on Culture, Youth, Education and the Media, on the proposal for a European Parliament and Council Decision establishing the second phase of the Community action programme in the field of education 'Socrates' (COM(98)0329 - C4-0510/98-98/0195(COD)); -A4-0389/98 by Mr De Coene, on behalf of the Committee on Culture, Youth, Education and the Media, on the proposal for a European Parliament and Council Decision establishing the Community action programme for youth (COM(98)0331 - C4-0511/98-98/0197(COD)).",SYN,268,271
europarl,ep-07-03-13-017.txt,3,"The next item is the report by Mary Lou McDonald, on behalf of the Committee on Employment and Social Affairs, on the proposal for a Council decision authorising the Member States to ratify, in the interests of the European Community, the 2006 Consolidated Maritime Labour Convention of the International Labour Organisation C6-0241/2006.",Social,95,101
europarl,ep-09-03-09-019.txt,7,"I note with regret that harmonisation of asylum procedures has been deferred for two years, meaning that it will be implemented in 2012.",regret,329,335
europarl,ep-06-12-13-019.txt,3,"I would like to inform you of the presence in the official gallery of a delegation from the Syrian Parliament, led by Mr Numair Ghanem, President of the Committee on Foreign Affairs, who is on his third visit to the European Parliament.",gallery,59,66
europarl,ep-10-05-05-026.txt,3,"The last item is the report by Mr Cozzolino, on behalf of the Committee on Budgetary Control, on the protection of the Communities' financial interests and the fight against fraud - Annual report 2008.",Budgetary,75,84
europarl,ep-03-12-17.txt,11,"According to the procedure laid down in the Treaty, it is Parliament’s responsibility to lay down the regulations and general conditions governing the performance of the duties of its Members, after seeking an opinion from the Commission and with the approval of the Council, which requires unanimity as regards taxation.",unanimity,426,435
europarl,ep-11-03-08-008.txt,11,"We are calling on them today to do so, and we are calling on our counterparts in the national parliaments to ensure that appropriate legal solutions are found and the appropriate decisions are taken to facilitate an increase in the number of women in the European Parliament.",parliaments,420,431
europarl,ep-10-02-10-009-05.txt,1,Recent earthquake in Haiti (,Haiti,24,29
europarl,ep-07-12-12-005.txt,19,"A Middle East of new horizons and growing hope: for peace among neighbours, opportunities for our people and a future for our youth.",youth,317,322
europarl,ep-07-12-11-020.txt,3,"The next item is the report by Bogdan Golik, on behalf of the Committee on Agriculture and Rural Development, on the proposal for a Council regulation on information provision and promotion measures for agricultural products on the internal market and in third countries - C6-0203/2007 -.",Council,132,139
europarl,ep-07-11-12-002.txt,9,The European Parliament supported the campaign to outlaw landmines from the very beginning.,landmines,57,66
europarl,ep-08-04-22-005-09.txt,5,"It reads as follows: 'Welcomes the commitment by the Commission to give a monthly report in the Committee in charge on the implementation of the 2006 discharge follow-up, where every month one Commissioner in charge will present the development in his of her area of responsibility, covering national declarations and annual summaries, external actions and implementation of the action plan to strengthen the Community's supervisory role under shared management of structural actions;'.",summaries,422,431
europarl,ep-07-12-11-021.txt,7,"Currently, there is a situation of different, opposed regimes of design protection, where 10 Member States have liberalised and 17 Member States extend design protection to spare parts.",parts,179,184
europarl,ep-08-06-04-021.txt,9,Many questions worry European citizens.,questions,5,14
europarl,ep-10-07-08-008.txt,9,"We should therefore be proud that we finally gave consent to the agreement that is so important for efforts to track terrorist activities, especially since the new agreement contains significant improvements, and clarifications made by the European Parliament have been largely taken into account.",clarifications,347,361
europarl,ep-97-07-16.txt,14,"I would urge you most strongly not to listen to this kind of lunatic lobbying: read the amendment carefully, and you will see that it says just the opposite.",amendment,770,779
europarl,ep-06-04-05.txt,5,"I would like to begin today’s sitting by welcoming Mr Alexander Milinkevich, democratic opposition leader and Belorussian presidential candidate, most warmly, on my own behalf and on behalf of all of the Members of the European Parliament.",Members,207,214
europarl,ep-08-05-21-004.txt,9,"Firstly, we are concerned about the implications of the AK Party case before the court.",Party,59,64
europarl,ep-10-03-08-017.txt,9,"Nowadays, it does seem highly likely that the collection of a transaction tax is easier, even at international level, given the electronic nature of many transactions, but it is also impossible to ignore the fact that there are more alternative competing destinations for the proceeds of any tax.",destinations,526,538
europarl,ep-01-01-18.txt,11,"Mr Posselt, of course the Minutes will be corrected to reflect the true situation.",situation,73,82
europarl,ep-08-07-08-018.txt,13,"Our answer would be this: we are assuming that the presentation of this Green Paper followed by the action plan will not affect the existing delineation of areas of responsibility in Europe but that all the competent players, the European Union, the Member States and the regional and local authorities, will make use of their competences and, crucially, coordinate them sensibly among themselves.",competences,327,338
europarl,ep-09-02-03-004.txt,7,"We set out with two key objectives, the first being to check carefully to what extent the 2003 framework decision is being implemented within the 27 Member States, and the second being to propose improvements as necessary.",objectives,24,34
europarl,ep-08-06-05-006-13.txt,7,"Deplores, in this regard, the decision taken by the Russian Ministry of Defence on 31 May 2008 to send its forces to Abkhazia to restore the rail and road infrastructure in the breakaway region in accordance with the presidential decree.",Defence,73,80
europarl,ep-96-06-18.txt,18,"At its meeting of 13 June, the Conference of Presidents decided to propose the following calendar of part-sessions for 1997:",meeting,7,14
europarl,ep-07-05-09-002.txt,7,"Mr President, yesterday saw the installation of a new government and the re-establishment of the devolved assembly in Northern Ireland, representing what would have previously been called the extreme opinion of unionism and the extreme opinion of nationalism, brought together to form a new government for Northern Ireland.",nationalism,247,258
europarl,ep-10-05-18-015.txt,15,"First, lowering the costs involved in cutting emissions would give a much-needed breather to national budgets, which the Member States are currently struggling to balance.",breather,135,143
europarl,ep-06-09-05.txt,10,"This decision, which, provisionally, has put an end to five years of negotiations and more than seven years of diplomatic efforts, has led to great uncertainty within the multilateral framework of the WTO trade negotiations and, furthermore, it raises a problem with regard to an informal time limit, which is more political than chronological: the forthcoming expiry of the mandate of the Trade Promotion Authority, granted to the President by the United States Congress to allow him to negotiate in global terms.",expiry,361,367
europarl,ep-09-12-16-012.txt,5,The following questions are addressed to the Council.,questions,14,23
europarl,ep-08-07-08-009.txt,15,So we need to ensure that we do not restrict consumer choice and allow people to continue to be able to use herbs and spices that have been used for centuries.,spices,397,403
europarl,ep-07-06-19-004.txt,7,"The new prime minister, Mr Salam Fayyad, recently visited me in Brussels; we have great confidence in him and in his leadership qualities, and, should you mandate me to do so, I shall say so to him today.",qualities,349,358
europarl,ep-03-04-08.txt,15,Section V - Court of Auditors (SEC(2002) 405 - C5-0245/2002 - 2002/2105(DEC)),DEC,75,78
europarl,ep-10-11-24-005.txt,3,"Colleagues, I welcome the delegation from the EEA-EFTA Parliaments, that is our colleagues from Iceland, Liechtenstein and Norway, as well as the observers from the Swiss Federal Assembly, who are in the official gallery.",Liechtenstein,105,118
europarl,ep-09-05-04-023.txt,1,Ship-source pollution and penalties for infringements (debate),pollution,12,21
europarl,ep-08-04-22-011.txt,11,"This is at the root of the food protests that have taken place in recent weeks all over the world: in Haiti, Mexico, Egypt, Morocco, Cameroon, Senegal, Ivory Coast, Guinea, Mauritania, Ethiopia, Uzbekistan, Yemen, the Philippines, Thailand and Indonesia.",Cameroon,133,141
europarl,ep-09-09-15-011.txt,7,"There are the food security problems and climate change, an area in which Europe is now the leader.",climate,202,209
europarl,ep-11-04-07-006-01.txt,7,"Despite the fact that the Council was totally opposed to it, the Committee on Agriculture and Rural Development decided to vote for a text that includes the correlation tables, which oblige Member States to report on transposition of the directive.",Rural,296,301
