corpus_id,file_id,token_id,sentence,token,begin,end
bible,1CH,10:10,"They put his armor in the house of their gods, and fastened his head in the house of Dagon.",armor,13,18
bible,DEU,22:20,"But if this thing be true, that the tokens of virginity were not found in the young lady;",virginity,46,55
bible,JOB,35:13:00,"Surely God will not hear an empty cry, neither will the Almighty regard it.",regard,65,71
bible,ISA,30:21:00,"and when you turn to the right hand, and when you turn to the left, your ears will hear a voice behind you, saying, ""This is the way.",ears,73,77
bible,EZE,20:13,"But the house of Israel rebelled against me in the wilderness: they didn't walk in my statutes, and they rejected my ordinances, which if a man keep, he shall live in them; and my Sabbaths they greatly profaned.",Sabbaths,180,188
bible,ACT,07:09,"""The patriarchs, moved with jealousy against Joseph, sold him into Egypt.",patriarchs,5,15
bible,HAG,02:19,"Yes, the vine, the fig tree, the pomegranate, and the olive tree haven't brought forth.",pomegranate,62,73
bible,PRO,23:07,"for as he thinks about the cost, so he is.",cost,27,31
bible,JER,46:22:00,"The sound of it shall go like the serpent; for they shall march with an army, and come against her with axes, as wood cutters.",axes,104,108
bible,2CO,11:14,"And no wonder, for even Satan masquerades as an angel of light.",masquerades,30,41
bible,2KI,23:11,"He took away the horses that the kings of Judah had given to the sun, at the entrance of the house of Yahweh, by the room of Nathan Melech the officer, who was in the court; and he burned the chariots of the sun with fire.",Judah,42,47
bible,MAR,12:01,"""A man planted a vineyard, put a hedge around it, dug a pit for the winepress, built a tower, rented it out to a farmer, and went into another country.",tower,126,131
bible,EST,04:07,"Mordecai told him of all that had happened to him, and the exact sum of the money that Haman had promised to pay to the king's treasuries for the destruction of the Jews.",Mordecai,0,8
bible,ISA,31:07:00,For in that day everyone shall cast away his idols of silver and his idols of gold--sin which your own hands have made for you.,silver,54,60
bible,SON,07:05,The king is held captive in its tresses.,tresses,100,107
bible,EXO,17:03,"The people were thirsty for water there; and the people murmured against Moses, and said, ""Why have you brought us up out of Egypt, to kill us, our children, and our livestock with thirst?""",water,28,33
bible,1SA,25:18:00,"Then Abigail hurried and took two hundred loaves of bread, two bottles of wine, five sheep ready dressed, five measures of parched grain, one hundred clusters of raisins, and two hundred cakes of figs, and laid them on donkeys.",cakes,187,192
bible,1CO,03:07,"So then neither he who plants is anything, nor he who waters, but God who gives the increase.",anything,33,41
bible,2CO,06:04,"but in everything commending ourselves, as servants of God, in great endurance, in afflictions, in hardships, in distresses,",distresses,113,123
bible,HEB,11:38,"(of whom the world was not worthy), wandering in deserts, mountains, caves, and the holes of the earth.",mountains,58,67
bible,LUK,20:10,"At the proper season, he sent a servant to the farmers to collect his share of the fruit of the vineyard.",vineyard,96,104
bible,MAT,22:44,"The Lord said to my Lord, sit on my right hand, until I make your enemies a footstool for your feet?",footstool,77,86
bible,ACT,0.333333333,"He kneeled down, and cried with a loud voice, ""Lord, don't hold this sin against them!""",sin,69,72
bible,NUM,20:10,"Moses and Aaron gathered the assembly together before the rock, and he said to them, ""Hear now, you rebels; shall we bring you water out of this rock for you?""",rebels,100,106
bible,1CO,12:09,"to another faith, by the same Spirit; and to another gifts of healings, by the same Spirit;",faith,11,16
bible,JOS,07:22,"So Joshua sent messengers, and they ran to the tent.",messengers,15,25
bible,LEV,22:10,"""'No stranger shall eat of the holy thing: a foreigner living with the priests, or a hired servant, shall not eat of the holy thing.",foreigner,45,54
bible,PSA,148:08:00,"Lightning and hail, snow and clouds; stormy wind, fulfilling his word;",clouds,29,35
bible,JDG,01:13,"Othniel the son of Kenaz, Caleb's younger brother, took it: and he gave him Achsah his daughter as wife.",wife,99,103
bible,REV,22:01,"He showed me a river of water of life, clear as crystal, proceeding out of the throne of God and of the Lamb,",crystal,48,55
bible,ISA,15:09,"For the waters of Dimon are full of blood; for I will bring yet more on Dimon, a lion on those of Moab who escape, and on the remnant of the land.",lion,81,85
bible,EST,06:06,So Haman came in.,Haman,3,8
bible,EZE,46:01:00,"Thus says the Lord Yahweh: The gate of the inner court that looks toward the east shall be shut the six working days; but on the Sabbath day it shall be opened, and on the day of the new moon it shall be opened.",Sabbath,129,136
bible,NEH,03:16,"After him, Nehemiah the son of Azbuk, the ruler of half the district of Beth Zur, made repairs to the place opposite the tombs of David, and to the pool that was made, and to the house of the mighty men.",district,60,68
bible,PSA,80:13:00,The boar out of the wood ravages it.,ravages,25,32
bible,JOB,15:16,"how much less one who is abominable and corrupt, a man who drinks iniquity like water!",iniquity,66,74
bible,2KI,14:29,"Jeroboam slept with his fathers, even with the kings of Israel; and Zechariah his son reigned in his place.",Zechariah,68,77
bible,LUK,20:04,"the baptism of John, was it from heaven, or from men?""",men,49,52
bible,DEU,13:17,"Nothing of the devoted thing shall cling to your hand; that Yahweh may turn from the fierceness of his anger, and show you mercy, and have compassion on you, and multiply you, as he has sworn to your fathers;",fierceness,85,95
bible,SON,07:04,Your nose is like the tower of Lebanon which looks toward Damascus.,Damascus,159,167
bible,PSA,136:21:00,And gave their land as an inheritance; for his loving kindness endures forever;,kindness,54,62
bible,REV,02:14,"But I have a few things against you, because you have there some who hold the teaching of Balaam, who taught Balak to throw a stumbling block before the children of Israel, to eat things sacrificed to idols, and to commit sexual immorality.",teaching,78,86
bible,JER,19:09,"I will cause them to eat the flesh of their sons and the flesh of their daughters; and they shall eat everyone the flesh of his friend, in the siege and in the distress, with which their enemies, and those who seek their life, shall distress them.",enemies,187,194
bible,EZR,06:01,"Then Darius the king made a decree, and search was made in the house of the archives, where the treasures were laid up in Babylon.",house,63,68
bible,NUM,21:21,"Israel sent messengers to Sihon king of the Amorites, saying,",messengers,12,22
bible,1CH,27:33:00,Ahithophel was the king's counselor: and Hushai the Archite was the king's friend:,counselor,26,35
bible,1SA,17:34,"David said to Saul, ""Your servant was keeping his father's sheep; and when a lion or a bear came, and took a lamb out of the flock,",bear,87,91
bible,2KI,21:05,He built altars for all the army of the sky in the two courts of the house of Yahweh.,altars,9,15
bible,EXO,33:10:00,"All the people saw the pillar of cloud stand at the door of the Tent, and all the people rose up and worshiped, everyone at their tent door.",Tent,64,68
bible,EZE,43:25:00,"Seven days you shall prepare every day a goat for a sin offering: they shall also prepare a young bull, and a ram out of the flock, without blemish.",flock,125,130
bible,EXO,23:22,"But if you indeed listen to his voice, and do all that I speak, then I will be an enemy to your enemies, and an adversary to your adversaries.",enemy,82,87
