corpus_id,file_id,token_id,sentence,token,begin,end
bible,2CH,20:05,"Jehoshaphat stood in the assembly of Judah and Jerusalem, in the house of Yahweh, before the new court;",assembly,25,33
bible,1PE,04:11,"If anyone serves, let it be as of the strength which God supplies, that in all things God may be glorified through Jesus Christ, to whom belong the glory and the dominion forever and ever.",supplies,119,127
bible,REV,09:15,"The four angels were freed who had been prepared for that hour and day and month and year, so that they might kill one third of mankind.",mankind,128,135
bible,GEN,24:45:00,"Before I had finished speaking in my heart, behold, Rebekah came out with her pitcher on her shoulder.",shoulder,93,101
bible,JDG,06:13,"Gideon said to him, ""Oh, my lord, if Yahweh is with us, why then has all this happened to us?",lord,28,32
bible,EPH,06:13,"Therefore put on the whole armor of God, that you may be able to withstand in the evil day, and, having done all, to stand.",armor,27,32
bible,ISA,06:11,"He answered, ""Until cities are waste without inhabitant, and houses without man, and the land becomes utterly waste,",inhabitant,76,86
bible,2CH,15:16,"Also Maacah, the mother of Asa the king, he removed from being queen, because she had made an abominable image for an Asherah; and Asa cut down her image, and made dust of it, and burnt it at the brook Kidron.",brook,196,201
bible,EXO,35:31:00,"He has filled him with the Spirit of God, in wisdom, in understanding, in knowledge, and in all kinds of workmanship;",wisdom,45,51
bible,LUK,11:36,"If therefore your whole body is full of light, having no part dark, it will be wholly full of light, as when the lamp with its bright shining gives you light.""",body,24,28
bible,ISA,13:10,For the stars of the sky and its constellations will not give their light.,stars,8,13
bible,EZE,19:12,"But it was plucked up in fury, it was cast down to the ground, and the east wind dried up its fruit: its strong rods were broken off and withered; the fire consumed them.",fruit,94,99
bible,2KI,23:07,"He broke down the houses of the sodomites, that were in the house of Yahweh, where the women wove hangings for the Asherah.",sodomites,32,41
bible,1CO,16:01,"Now concerning the collection for the saints, as I commanded the assemblies of Galatia, you do likewise.",saints,38,44
bible,EXO,03:09,Moreover I have seen the oppression with which the Egyptians oppress them.,Egyptians,114,123
bible,HOS,02:15,"I will give her vineyards from there, and the valley of Achor for a door of hope; and she will respond there, as in the days of her youth, and as in the day when she came up out of the land of Egypt.",youth,132,137
bible,NUM,07:12,"He who offered his offering the first day was Nahshon the son of Amminadab, of the tribe of Judah,",tribe,83,88
bible,JOB,30:18:00,It binds me about as the collar of my coat.,coat,79,83
bible,JER,25:18:00,"Jerusalem, and the cities of Judah, and its kings, and its princes, to make them a desolation, an astonishment, a hissing, and a curse, as it is this day;",kings,44,49
bible,JER,23:15,"Therefore thus says Yahweh of Armies concerning the prophets: Behold, I will feed them with wormwood, and make them drink the water of gall; for from the prophets of Jerusalem is ungodliness gone forth into all the land.",wormwood,92,100
