corpus_id,file_id,token_id,sentence,token,begin,end
biomed,PLoS Biol-2-11-523229.nxml,1,"It is interesting that the SOX9 transcription factor continues to be expressed in mutant cartilage despite loss of Col2a1, a direct target of this transcription factor (Bell et al. 1997; Lefebvre et al. 1997).",loss,107,111
biomed,Arthritis Res Ther-9-1-1860061.nxml,7,"Chemokines and adhesion molecules were upregulated in the joint at the initiation phase of arthritis in animal models [21,22], while genes involved in cartilage destruction and bone erosion were differentially expressed at the late phase of arthritis in animal models of RA [15,16].",adhesion,729,737
biomed,BMC Genomics-7-_-1482699.nxml,3,"Complex traits, such as polygenic growth and obesity are influenced by the small to moderate direct effects of quantitative trait loci (QTL), epistasis between QTL alleles, environmental perturbations and QTL-environment interactions.",interactions,463,475
biomed,BMC Cancer-5-_-1310620.nxml,1,"JCW and ELC each have significant equity interest in Gene Express, Inc., which produces and markets StaRT-PCR™ reagents used in this study.",equity,34,40
biomed,BMC Neurosci-6-_-1087847.nxml,4,"The hippocampal area showed typical signs of Ammon's horn sclerosis, but the adjacent temporal neocortex tissue did not show any histopathological alterations.",area,650,654
biomed,BMC Biotechnol-2-_-116589.nxml,5,"Fluorescence can be monitored in real-time in vivo and in situ, and has the added advantage in that it can be quantified.",advantage,794,803
biomed,PLoS Genet-3-4-1857728.nxml,1,"The pachytene stage of prophase involves tremendous chromosomal changes as the homologs align, synapse, and recombine.",recombine,108,117
biomed,PLoS Genet-1-6-1342629.nxml,3,"While several transcriptional regulatory proteins have been associated with cell fate determination of bone marrow mesenchymal cells, including peroxisome proliferator–activated receptor γ (PPARγ) and KLF5 [25–30], the role of RNA binding proteins in this process remains unknown.",fate,433,437
biomed,BMC Genomics-7-_-1482699.nxml,4,"The high SNP frequency (0.312%; 295 SNP in 94.492 kbp) in CAST genes may lead to a higher rate of false positives using DNA microarrays or quantitative real-time PCR assays, most of which are based on B6 sequence.",CAST,485,489
biomed,PLoS Biol-2-1-314463.nxml,6,"In the laboratory, color variation has been the subject of vertebrate genetics for more than a century (Searle 1968; Silvers 1979), and many pigmentary components have been identified whose actions are understood in a cellular or organ-based context (reviewed in Bennett and Lamoreux 2003).",color,1172,1177
biomed,BMC Ophthalmol-3-_-149350.nxml,9,"In contrast, radial columns of elongated fiber cells of uniform size and shape containing ball and socket interdigitations were observed in the posterior subcapsular region in 5 wk (Figure 4I), 46 wk (Figure 4L) and 72 wk (data not shown) wild type lenses, and fiber cells in contact with the posterior capsule could be traced back to the equatorial bow region and anterior epithelium.",ball,1556,1560
biomed,PLoS Biol-3-5-1110896.nxml,8,"Moreover, the observed transcriptional shift in ETS signaling is paired with the onset of appropriate regulation of neuronal subtype specification and establishment of axonal projections into the target area.",specification,1716,1729
biomed,PLoS Biol-2-12-529315.nxml,2,"This response is seen in WT, Bax null and in p75 null DRG explants, and in the absence of any other neurotrophins or target-derived axon guidance molecules.",WT,130,132
biomed,PLoS Genet-1-6-1342629.nxml,1,"During skeletal development, the anabolic activity of osteoblasts [1] is favored over the catabolic activity of osteoclasts [2], which results in a net gain in bone mass.",mass,165,169
biomed,BMC Genomics-7-_-1482699.nxml,3,"Complex traits, such as polygenic growth and obesity are influenced by the small to moderate direct effects of quantitative trait loci (QTL), epistasis between QTL alleles, environmental perturbations and QTL-environment interactions.",alleles,406,413
biomed,Nucleic Acids Res-34-13-1540739.nxml,6,"RMCE also proved to be precise, as no aberrant bands were detected in PCR and Southern blots (Figure 3A).",blots,734,739
biomed,BMC Biotechnol-2-_-116589.nxml,2,"Both directed and random mutagenesis approaches, including the technologies of transgenesis and gene targeting in ES cells, have become commonplace.",approaches,165,175
