corpus_id,file_id,token_id,sentence,token,begin,end
bible,1SA,29:09:00,"Achish answered David, ""I know that you are good in my sight, as an angel of God.",angel,68,73
bible,1CH,26:14:00,"Then for Zechariah his son, a wise counselor, they cast lots; and his lot came out northward.",Zechariah,45,54
bible,1KI,07:33,"The work of the wheels was like the work of a chariot wheel: their axles, and their rims, and their spokes, and their naves, were all molten.",chariot,46,53
bible,NAH,01:15,"Keep your feasts, Judah!",feasts,94,100
bible,2SA,12:02,"The rich man had very many flocks and herds,",herds,38,43
bible,2CH,04:20,"and the lampstands with their lamps, to burn according to the ordinance before the oracle, of pure gold;",oracle,83,89
bible,LEV,25:43:00,"You shall not rule over him with harshness, but shall fear your God.",harshness,33,42
bible,PRO,22:07,The borrower is servant to the lender.,lender,60,66
bible,LEV,01:12,"The priest shall lay them in order on the wood that is on the fire which is on the altar,",wood,102,106
bible,EXO,28:12:00,"You shall put the two stones on the shoulder straps of the ephod, to be stones of memorial for the children of Israel: and Aaron shall bear their names before Yahweh on his two shoulders for a memorial.",shoulders,177,186
bible,PRO,17:03,"The refining pot is for silver, and the furnace for gold, but Yahweh tests the hearts.",hearts,79,85
bible,PRO,12:04,"A worthy woman is the crown of her husband, but a disgraceful wife is as rottenness in his bones.",rottenness,73,83
bible,NUM,31:49:00,"and they said to Moses, ""Your servants have taken the sum of the men of war who are under our command, and there lacks not one man of us.",command,94,101
bible,JDG,06:19,"He put the meat in a basket and he put the broth in a pot, and brought it out to him under the oak, and presented it.",basket,106,112
bible,NAH,03:07,"Where will I seek comforters for you?""",comforters,142,152
bible,ISA,63:12:00,who caused his glorious arm to go at the right hand of Moses?,Moses,55,60
bible,PRO,25:15:00,By patience a ruler is persuaded.,patience,3,11
bible,1CH,22:03,"David prepared iron in abundance for the nails for the doors of the gates, and for the couplings; and brass in abundance without weight;",couplings,87,96
bible,ACT,23:09,"A great clamor arose, and some of the scribes of the Pharisees part stood up, and contended, saying, ""We find no evil in this man.",clamor,8,14
bible,1KI,17:01,"Elijah the Tishbite, who was of the foreigners of Gilead, said to Ahab, ""As Yahweh, the God of Israel, lives, before whom I stand, there shall not be dew nor rain these years, but according to my word.""",Ahab,66,70
bible,PSA,109:29:00,Let my adversaries be clothed with dishonor.,adversaries,7,18
bible,JAM,04:12,"Only one is the lawgiver, who is able to save and to destroy.",lawgiver,16,24
bible,EST,03:15,The king and Haman sat down to drink; but the city of Shushan was perplexed.,Haman,126,131
bible,PSA,31:23:00,"Yahweh preserves the faithful, and fully recompenses him who behaves arrogantly.",faithful,57,65
bible,DAN,12:06,"One said to the man clothed in linen, who was above the waters of the river, How long shall it be to the end of these wonders?",wonders,118,125
bible,EZE,13:13,"Therefore thus says the Lord Yahweh: I will even tear it with a stormy wind in my wrath; and there shall be an overflowing shower in my anger, and great hailstones in wrath to consume it.",wind,71,75
bible,LUK,19:47,"He was teaching daily in the temple, but the chief priests and the scribes and the leading men among the people sought to destroy him.",priests,51,58
bible,1TI,06:18,"that they do good, that they be rich in good works, that they be ready to distribute, willing to communicate;",works,45,50
bible,NUM,07:09,"But to the sons of Kohath he gave none, because the service of the sanctuary belonged to them; they carried it on their shoulders.",sons,11,15
bible,ISA,21:04,My heart flutters.,flutters,9,17
bible,ROM,10:20,"Isaiah is very bold, and says, ""I was found by those who didn't seek me.",Isaiah,0,6
bible,REV,06:15,"The kings of the earth, the princes, the commanding officers, the rich, the strong, and every slave and free person, hid themselves in the caves and in the rocks of the mountains.",mountains,169,178
bible,2PE,01:20,"knowing this first, that no prophecy of Scripture is of private interpretation.",prophecy,28,36
bible,2CH,12:03,"The people were without number who came with him out of Egypt: the Lubim, the Sukkiim, and the Ethiopians.",Ethiopians,154,164
bible,MAR,12:09,What therefore will the lord of the vineyard do?,vineyard,36,44
bible,JOB,19:08,"He has walled up my way so that I can't pass, and has set darkness in my paths.",darkness,58,66
bible,JOB,12:11,"Doesn't the ear try words, even as the palate tastes its food?",ear,12,15
bible,1CH,07:07,"The sons of Bela: Ezbon, and Uzzi, and Uzziel, and Jerimoth, and Iri, five; heads of fathers' houses, mighty men of valor; and they were reckoned by genealogy twenty-two thousand thirty-four.",genealogy,149,158
bible,GEN,48:04:00,"and said to me, 'Behold, I will make you fruitful, and multiply you, and I will make of you a company of peoples, and will give this land to your seed after you for an everlasting possession.'",seed,146,150
bible,EZE,40:32:00,He brought me into the inner court toward the east: and he measured the gate according to these measures;,court,29,34
bible,ACT,19:28,"When they heard this they were filled with anger, and cried out, saying, ""Great is Artemis of the Ephesians!""",Ephesians,98,107
bible,EZE,48:15:00,"The five thousand that are left in the breadth, in front of the twenty-five thousand, shall be for common use, for the city, for dwelling and for suburbs; and the city shall be in its midst.",breadth,39,46
bible,MAR,06:15,"Others said, ""He is a prophet, or like one of the prophets.""",Others,33,39
bible,REV,11:08,"Their dead bodies will be in the street of the great city, which spiritually is called Sodom and Egypt, where also their Lord was crucified.",Sodom,87,92
bible,1SA,21:08,"For I have neither brought my sword nor my weapons with me, because the king's business required haste.""",business,154,162
bible,1CH,02:35,Sheshan gave his daughter to Jarha his servant as wife; and she bore him Attai.,wife,50,54
bible,2SA,20:14,"He went through all the tribes of Israel to Abel, and to Beth Maacah, and all the Berites: and they were gathered together, and went also after him.",Abel,44,48
bible,1CH,11:02,"Yahweh your God said to you, 'You shall be shepherd of my people Israel, and you shall be prince over my people Israel.'""",shepherd,129,137
bible,PRO,06:34,He won't spare in the day of vengeance.,day,68,71
bible,JOB,33:11:00,He puts my feet in the stocks.,stocks,23,29
bible,JOS,09:08,"Joshua said to them, ""Who are you?",Joshua,45,51
bible,ACT,14:06,"they became aware of it, and fled to the cities of Lycaonia, Lystra, Derbe, and the surrounding region.",region,96,102
bible,JOB,01:04,His sons went and held a feast in the house of each one on his birthday; and they sent and called for their three sisters to eat and to drink with them.,house,38,43
bible,REV,10:03,"When he cried, the seven thunders uttered their voices.",thunders,70,78
bible,MAT,12:01,"At that time, Jesus went on the Sabbath day through the grain fields.",grain,56,61
bible,EPH,01:17,"that the God of our Lord Jesus Christ, the Father of glory, may give to you a spirit of wisdom and revelation in the knowledge of him;",spirit,78,84
bible,PSA,68:32:00,"Sing to God, you kingdoms of the earth!",kingdoms,17,25
bible,LEV,11:40,"He also who carries its carcass shall wash his clothes, and be unclean until the evening.",carcass,109,116
bible,JER,48:37:00,"For every head is bald, and every beard clipped: on all the hands are cuttings, and on the waist sackcloth.",hands,60,65
bible,JER,15:11,"Yahweh said, Most certainly I will strengthen you for good; most certainly I will cause the enemy to make supplication to you in the time of evil and in the time of affliction.",Yahweh,0,6
bible,LUK,20:47,"who devour widows' houses, and for a pretense make long prayers: these will receive greater condemnation.""",condemnation,92,104
bible,2TH,02:10,"and with all deception of wickedness for those who are being lost, because they didn't receive the love of the truth, that they might be saved.",truth,111,116
bible,NEH,0.338888889,"Their horses were seven hundred thirty-six; their mules, two hundred forty-five;",mules,50,55
bible,2KI,13:13,Joash slept with his fathers; and Jeroboam sat on his throne: and Joash was buried in Samaria with the kings of Israel.,kings,103,108
bible,LEV,02:09,"The priest shall take from the meal offering its memorial, and shall burn it on the altar, an offering made by fire, of a pleasant aroma to Yahweh.",priest,4,10
bible,NUM,18:21,"""To the children of Levi, behold, I have given all the tithe in Israel for an inheritance, in return for their service which they serve, even the service of the Tent of Meeting.",inheritance,78,89
bible,ZEC,02:13,"Be silent, all flesh, before Yahweh; for he has roused himself from his holy habitation!""",habitation,77,87
bible,JER,20:05,"Moreover I will give all the riches of this city, and all its gains, and all the precious things of it, yes, all the treasures of the kings of Judah will I give into the hand of their enemies; and they shall make them a prey, and take them, and carry them to Babylon.",riches,29,35
bible,EST,01:03,"in the third year of his reign, he made a feast for all his princes and his servants; the power of Persia and Media, the nobles and princes of the provinces, being before him.",Media,110,115
bible,1KI,22:08,"The king of Israel said to Jehoshaphat, ""There is yet one man by whom we may inquire of Yahweh, Micaiah the son of Imlah; but I hate him; for he does not prophesy good concerning me, but evil.""",king,4,8
bible,ISA,07:17,"Yahweh will bring on you, on your people, and on your father's house, days that have not come, from the day that Ephraim departed from Judah; even the king of Assyria.",father,54,60
bible,EXO,30:23:00,"""Also take fine spices: of liquid myrrh, five hundred shekels; and of fragrant cinnamon half as much, even two hundred and fifty; and of fragrant cane, two hundred and fifty;",myrrh,34,39
bible,JER,51:56:00,"for the destroyer has come on her, even on Babylon, and her mighty men are taken, their bows are broken in pieces; for Yahweh is a God of recompenses, he will surely requite.",bows,88,92
bible,2KI,23:28,"Now the rest of the acts of Josiah, and all that he did, aren't they written in the book of the chronicles of the kings of Judah?",acts,20,24
bible,ROM,10:19,"First Moses says, ""I will provoke you to jealousy with that which is no nation, with a nation void of understanding I will make you angry.""",First,31,36
