corpus_id,file_id,token_id,sentence,token,begin,end
biomed,BMC Genomics-7-_-1482699.nxml,4,"Future fine mapping experiments can be designed to randomize the influences of any contaminating donor alleles and environmental differences, as well as test for maternal genotype effects.",alleles,652,659
biomed,PLoS Genet-1-2-1193523.nxml,4,This conclusion raises this question: Why does loss of a single transcription factor within rod precursors lead to two alternative fates—a hybrid cell type on the one hand and apparently normal S-cones on the other?,rod,720,723
biomed,PLoS Med-2-12-1322285.nxml,1,"In order to understand the nature and extent of hyperactivity in the tTA/APP mice, we quantified daily activity levels in double transgenic animals along with their single transgenic and nontransgenic siblings using four-beam frames designed to monitor ambulation within an enclosed cage.",extent,38,44
biomed,Arthritis Res Ther-9-1-1860061.nxml,3,"Therefore, signature genes of the diseases could be identified by detecting the expression patterns of the disease-related cells/tissues and their ideal controls.",signature,212,221
biomed,BMC Dev Biol-6-_-1382200.nxml,1,"The two ubiquitous Ca2+-dependent, cysteine proteases known as μ-calpain (calpain-1) and m-calpain (capain-2), are the founding members of a gene family comprising 13 genes in mammals [1-3].",founding,119,127
biomed,Breast Cancer Res-3-5-138691.nxml,5,"In these experiments, the derivative expressing full-length BRCA2 yielded 10-fold more recombinants than controls expressing only truncated BRCA2 (S. Powell, personal communication, 2001).",experiments,717,728
biomed,Genome Biol-4-11-329117.nxml,4,"Due to the paucity of experimental evidence of the olfactory function of most genes in the family and suggestions of extra-olfactory roles, we embarked on an olfactory receptor expressed sequence tag (EST) project to confirm olfactory epithelial expression of hundreds of mouse odorant receptor genes.",tag,693,696
biomed,PLoS Genet-1-2-1193529.nxml,5,"Interestingly, AVPR2-deficient male pups also die within the first week after birth.",birth,409,414
biomed,PLoS Genet-1-1-1183529.nxml,4,"However, the possibility that primary pulmonary developmental abnormalities occur with, rather than secondary to, diaphragmatic defects has been suggested by others based on a teratogenic model of CDH [49–51] and has long been suspected by clinicians who care for these patients.",clinicians,717,727
biomed,BMC Ophthalmol-3-_-149350.nxml,6,All of these findings raise many questions as to the possible role(s) of alpha-crystallin in the nucleus and in cell cycle regulation during differentiation.,cycle,930,935
biomed,BMC Blood Disord-6-_-1617083.nxml,7,"Overall, the marked increase in rebleeding times observed in certain mouse strains suggests genetic factors other than coagulation may play a role in the stability of a thrombus.",thrombus,1299,1307
biomed,BMC Neurosci-6-_-1087847.nxml,1,In the developing brain we noted a striking change in the subcellular distribution of Annexin A7.,change,44,50
biomed,BMC Dev Biol-6-_-1635039.nxml,5,"BMPs 6 and -7 are required for proper formation of the outflow tract cushions [10], while BMP type II receptor is needed for proper development of the conotruncal ridges [11].",type,1025,1029
biomed,PLoS Genet-3-6-1904370.nxml,3,"Although missense mutation of ITPR1 had previously been ruled out [2] and the mode of inheritance was inconsistent with that seen in the Itpr1Δ18 and Itpr1opt mice, the phenotypic presence of ataxia in the mice led us to reexamine this candidate gene as a possible cause of SCA15.",cause,582,587
biomed,PLoS Biol-4-10-1617330.nxml,1,Interallelic complementation is defined as the ability of two differentially mutated alleles to function better together than either can on its own.,alleles,85,92
biomed,PLoS Med-2-12-1322285.nxml,9,"However, in the current study, we feel that although the poor performance of the tTA/APP mice in the maze tests could technically be scored as cognitive impairment, the animals' severe hyperactivity made interpretation of the cognitive tasks impossible.",impairment,1366,1376
biomed,BMC Neurosci-7-_-1420314.nxml,5,"On the other hand, in the visual platform version of the water maze task, motor ability for swimming in ADAM11-deficient mice was normal.",ability,864,871
biomed,PLoS Biol-3-4-1074790.nxml,3,"Recent evidence points toward a transcriptional coactivator, peroxisome proliferator-activated receptor-γ (PPARγ) coactivator-1α (PGC-1α), as an integrator of the molecular regulatory circuitry involved in the transcriptional control of cellular energy metabolism, including mitochondrial function and biogenesis [1,2].",energy,640,646
biomed,PLoS Biol-2-10-509410.nxml,6,"Adult skeletal muscle shows plasticity and can undergo conversion between different fiber types in response to exercise training or modulation of motoneuron activity (Booth and Thomason 1991, Jarvis et al. 1996; Pette 1998; Olson and Williams 2000; Hood 2001).",Booth,966,971
biomed,PLoS Genet-2-12-1756909.nxml,1,BMP activity also plays an indirect role in limb patterning as a key component of a feedback loop between SHH production in the posterior limb bud and fibroblast growth factor production in the overlying apical ectodermal ridge (AER).,AER,229,232
biomed,PLoS Genet-1-2-1193523.nxml,2,"As mentioned above, Nrl is a retinal transcription factor that, when mutated, results in en masse conversion of rods into S-opsin–expressing cones [24].",rods,251,255
biomed,PLoS Genet-3-8-1959384.nxml,5,Genetic experiments in S. cerevisiae have identified elements of the pachytene checkpoint machinery (reviewed in [5]).,machinery,729,738
biomed,PLoS Genet-2-11-1657042.nxml,8,Further analysis by light microscopy using immunofluorescence (IF) allowed us to compare wild-type and p150CAF-1-depleted embryos.,microscopy,895,905
biomed,BMC Med-2-_-516044.nxml,3,"Interestingly, expression of the KCNJ10 protein was absent in stria vascularis but normal in spiral ganglia (Fig. 4).",ganglia,329,336
biomed,Breast Cancer Res-3-5-138691.nxml,7,BRCA2 may thus promote RAD51 assembly into recombinational repair complexes via a negative regulatory mechanism (i.e. by blocking RAD51–BRCA2 interaction until damage has occurred and factors required for 'productive' assembly of RAD51 at damaged sites are in place).,interaction,1199,1210
biomed,PLoS Biol-2-8-509305.nxml,2,These mapping studies have shown that the disease expression in relation to the inheritance of the different alleles followed a threshold liability pattern in which a positive phenotype depended upon the presence of multiple discrete susceptibility loci with no single locus being a prerequisite factor.,relation,217,225
biomed,BMC Ophthalmol-3-_-149350.nxml,9,"The addition of exogenous alpha-crystallin to primary bovine lens epithelium was shown to induce rapid changes in cell shape, leading to the formation of lentoid bodies [21].",shape,1308,1313
biomed,PLoS Biol-2-11-523229.nxml,6,Several chromosome regions have been previously linked to arthritis phenotypes in humans using either association studies in populations or linkage studies in families.,families,1049,1057
biomed,PLoS Med-2-12-1322285.nxml,11,"This finding reinforces the notion that without continued stimulation, microglia in mouse models do not maintain the same level of sustained activation that may occur in humans.",activation,2345,2355
biomed,PLoS Biol-2-11-523229.nxml,1,"The three major limb phenotypes revealed by eliminating Bmpr1a with Gdf5-driven Cre include webbing between digits, lack of joint formation at specific locations in the ankle, and failure to maintain articular cartilage after birth, resulting in severe arthritis.",locations,152,161
biomed,PLoS Biol-2-10-509410.nxml,6,"Accordingly, activation of muscle PPARδ essentially recapitulates the effects of exercise training even in the absence of training itself.",exercise,1256,1264
biomed,BMC Cancer-5-_-1310620.nxml,3,"If this conclusion is correct, the individuals at greatest risk for BC will be those with the most extreme smoking history combined with sub-optimal regulation of the largest number of antioxidant and DNA repair genes.",regulation,507,517
biomed,BMC Genet-6-_-1166548.nxml,2,"In one study using CF mice on different genetic backgrounds, a region on mouse chromosome 7 was shown to ameliorate intestinal blockage and the effect was in part due to a calcium-regulated Cl-channel which compensated for loss of CFTR function [16,17].",backgrounds,210,221
biomed,PLoS Genet-1-2-1193529.nxml,2,"AQP2-F204V, on the other hand, appeared in a punctate but perinuclear pattern (Figure 4B, third column).",column,334,340
biomed,BMC Neurosci-6-_-1087847.nxml,4,"The hippocampal area showed typical signs of Ammon's horn sclerosis, but the adjacent temporal neocortex tissue did not show any histopathological alterations.",neocortex,729,738
biomed,BMC Dev Biol-4-_-341451.nxml,7,"Since the loss of cholesterol content in the plasma membrane (and perhaps any membrane) is likely to alter the function of receptors more sensitive to this, loss of normal cholesterol synthesis may cause a loss of signal transduction of a host of such pathways.",function,961,969
biomed,BMC Ophthalmol-3-_-149350.nxml,2,"In contrast to wild type lenses (Figure 3L and 3Q), the alphaA/BKO lenses (Figure 3B and 3G) contained large areas devoid of cellular material, their nuclei were not limited to a well defined equatorial/bow region, and ordered radial columns of elongating fiber cells extending from the posterior capsule to the anterior epithelium were not observed.",areas,271,276
biomed,BMC Neurosci-6-_-1142324.nxml,2,Histopathological analysis revealed marked hypomyelination in the sciatic and trigeminal nerves.,analysis,106,114
biomed,Arthritis Res Ther-9-1-1860061.nxml,3,"On the genome level, some of the eight small-effect QTL identified using a very low threshold value (P < 0.05) could be false positives.",level,279,284
biomed,BMC Med-2-_-516044.nxml,1,"Histological evaluation of cryosections revealed an enlargement of scala media with a large bulging of Reissner's membrane and an apparent degeneration of the organ of Corti, as described earlier [14].",degeneration,139,151
biomed,PLoS Genet-3-8-1959384.nxml,2,"To avoid such deleterious outcomes, surveillance systems (“checkpoints”) exist to sense meiotic errors and eliminate cells containing unresolved defects.",checkpoints,214,225
biomed,BMC Dev Biol-6-_-1382200.nxml,6,"Some work has suggested isoform specific roles, such as a role for m-calpain in epidermal growth factor (EGF)-induced cell motility [28,29] and a role for μ-calpain in interferon-inducible protein 9-induced migration of keratinocytes [28].",motility,1230,1238
biomed,PLoS Genet-2-9-1584259.nxml,5,"In addition to colorectal neoplams, these individuals can develop extracolonic symptoms, among which are upper gastrointestinal tract polyps, congenital hypertrophy of the retinal pigment epithelium, desmoid tumors, disorders of the maxillary and skeletal bones, and dental abnormalities [6], suggesting the importance of APC gene functions in these organ systems.",pigment,612,619
biomed,BMC Genet-6-_-1181811.nxml,5,Positional cloning also permitted the identification of the Tas2r responsible for the majority of variance of phenylthiocarbamide (PTC) taste sensitivity in humans [18].,identification,839,853
biomed,Arthritis Res Ther-9-1-1860061.nxml,1,CA = chronic arthritis; CIA = collagen-induced arthritis; CV = coefficiant of variation; GO = Gene Ontology; LN = lymph node; LOD = logarithm of the odds; MAPK = mitogen-activated protein kinase; NC = naive control; OA = onset of arthritis; PI = post-immunisation; QTG = quantitative trait gene; QTL = quantitative trait loci; RA = rheumatoid arthritis.,odds,149,153
biomed,Nucleic Acids Res-33-18-1253828.nxml,2,"After an early onset during hepatogenesis, Afp expression is repressed postnatally and replaced by albumin (66).",albumin,398,405
biomed,PLoS Genet-3-4-1857728.nxml,3,"Gametes differ between the sexes in size and morphology, sometimes dramatically so, reflecting their very different roles in zygote formation.",morphology,335,345
biomed,PLoS Genet-3-6-1904370.nxml,6,"Affected mice presented at approximately postnatal day 14, and survival time without weaning was on average 4 wk after onset.",wk,766,768
biomed,BMC Biotechnol-2-_-116589.nxml,3,"Since we were unable to obtain ES cells, embryos or mice with widespread expression of a RFP (DsRed1) we conclude that this reporter is not developmentally neutral or that its expression cannot be sustained at levels high enough for detection, and as such is not as versatile as other gene-based fluorescent reporters.",embryos,363,370
biomed,BMC Biochem-4-_-194730.nxml,3,"Salzer et al. [7] not only demonstrated the presence of annexin A7 in red blood cells, they also showed that annexin A7 and sorcin were enriched in membrane raft domains of nanovesicles formed from red blood cells in vitro.",raft,440,444
biomed,BMC Med-2-_-516044.nxml,1,The endocochlear potential and the endolymphatic and perilymphatic K+ concentrations were measured in young adult mice (1–4 month of age) that either have (Slc26a4+/+) or lack (Slc26a4-/-) a functional gene for pendrin [14].,potential,17,26
biomed,PLoS Med-2-12-1322285.nxml,1,Over a decade ago the amyloid cascade hypothesis predicted that increased levels of amyloid-β (Aβ) peptide lead to secondary pathologies that ultimately culminate in the onset of Alzheimer disease (AD) [1].,lead,107,111
biomed,Nucleic Acids Res-34-13-1540739.nxml,6,"The results confirm that deleting the proline rich domain leads to less active p53 with impaired cell cycle control, and also indicate that a GFP C-terminal fusion can dramatically alter p53 regulation.",cycle,748,753
biomed,PLoS Genet-2-12-1756909.nxml,7,BMP2 and BMP7 are thus secondary signals produced in response to SHH activity.,activity,973,981
biomed,BMC Neurosci-6-_-1087847.nxml,2,"Expression studies demonstrated the distribution of Annexin A7 in a wide variety of tissues and cells mainly enriched in the cytosol in close association with membranous structures, but it was also described in the nucleus of adrenal chromaffin cells [4].",nucleus,413,420
biomed,BMC Ophthalmol-3-_-149350.nxml,7,"These animals have muscle cell abnormalities, severe postural anomalies, selective muscle degeneration, and shorter life spans compared to normal controls [23].",controls,1030,1038
